;YEAR;STATION;MOYENNE;STD;MIN;%25;%50;%75;MAX
21;2012;07002099999;1015.8906561800027;10.688565768178266;977.3;1009.2999877929688;1015.9000244140625;1023.2999877929688;1041.5
22;2015;07002099999;1017.9640945340719;9.052072548748853;975.9;1013.0999755859375;1018.5999755859375;1023.7000122070312;1042.5
23;2002;04202099999;1010.2016018439996;11.10226210570459;964.8;1003.7000122070312;1010.2000122070312;1017.0;1043.8
24;2017;07002099999;1017.0403095099251;9.69904720951831;973.7;1012.0999755859375;1017.9500122070312;1023.0999755859375;1039.6
25;2018;07002099999;1015.3422632873492;9.364153245352911;986.3;1009.7250061035156;1016.4000244140625;1021.9000244140625;1039.7
26;2021;93546099999;1014.6595253475214;10.034965791090663;980.9;1008.5;1015.0999755859375;1021.0;1039.2
27;2013;07002099999;1015.6827528352068;9.745767319667499;981.7;1009.7999877929688;1016.0999755859375;1022.7000122070312;1038.5
28;2019;07002099999;1014.9428457138349;11.686803360464888;971.0;1007.7999877929688;1015.2999877929688;1022.7000122070312;1042.5
29;2020;07002099999;1015.4247764975338;10.755927655513966;968.0;1009.7000122070312;1016.5;1022.0999755859375;1049.3
30;2022;04202099999;1005.1288671260153;14.976496847667487;968.2;994.7999877929688;1007.9000244140625;1015.0;1054.7
31;2012;71043599999;1014.7891588520636;10.247807244695727;980.1;1008.0999755859375;1013.5999755859375;1021.5999755859375;1045.8
32;2017;71043599999;1014.3153206483606;10.911830051286184;990.1;1007.0999755859375;1013.4000244140625;1020.5749816894531;1049.2
33;2015;61017099999;1011.3916281839453;5.221754454851459;1000.9;1007.4000244140625;1010.2000122070312;1014.5;1027.0
34;2016;71043599999;1015.9759249185199;10.388040473061208;986.3;1009.4000244140625;1015.2000122070312;1022.2999877929688;1055.5
35;2020;93546099999;1015.5772896395151;8.605042168231995;986.1;1009.7000122070312;1016.2000122070312;1021.4000244140625;1040.0
36;2015;71043599999;1013.8095539957392;10.751201787971914;984.7;1006.7999877929688;1014.2000122070312;1020.4000244140625;1051.3
37;2020;61017099999;1010.3379894344374;5.150317561374026;1000.2;1006.2000122070312;1008.7999877929688;1014.2000122070312;1025.1
38;2018;61017099999;1009.7066144951538;4.748317685973539;1000.4;1006.2999877929688;1008.5999755859375;1012.5999755859375;1023.7
39;2018;71043599999;1015.6911701918024;10.767979483824197;985.9;1008.4000244140625;1015.4000244140625;1023.0;1047.2
40;2002;71043599999;1015.9771320545776;11.513085452915393;978.8;1008.2000122070312;1015.0999755859375;1022.9000244140625;1051.0
41;2019;61017099999;1009.9249487696679;4.632665622556451;1000.5;1006.2999877929688;1009.0;1013.2000122070312;1025.2
42;2016;61017099999;1010.3467559814453;4.755546078722826;1000.5;1006.7000122070312;1009.5;1013.2999877929688;1027.1
43;2012;61017099999;1010.0193458027138;4.305815011540917;1000.5;1006.7999877929688;1009.5;1012.7000122070312;1025.1
44;2019;71043599999;1016.476641345143;10.40422294882432;976.6;1009.5999755859375;1016.5999755859375;1023.2999877929688;1042.8
45;2020;71043599999;1014.969613135182;10.734559231249138;986.6;1007.7000122070312;1014.2999877929688;1021.5;1046.5
46;2011;71043599999;1013.6593264757104;11.792457633329871;982.1;1006.2000122070312;1012.2999877929688;1019.2000122070312;1052.5
47;2013;61017099999;1010.0617390668066;4.155935421973658;1001.1;1007.0;1009.2999877929688;1012.4000244140625;1025.0
48;2014;71043599999;1015.7386182550032;9.801914917075718;990.4;1009.0;1014.7000122070312;1022.5;1054.1
49;1995;71043599999;1016.7479008839542;10.278436667625613;990.6;1009.7000122070312;1015.0999755859375;1022.2999877929688;1056.1
50;2022;07002099999;1020.5874910387936;11.038196687690636;985.2;1012.5249938964844;1021.4000244140625;1029.0;1042.7
51;2010;71043599999;1014.8413947337984;11.258124118475855;983.0;1007.2999877929688;1014.0;1021.9000244140625;1045.7
52;2014;61017099999;1010.2292410522261;4.312744839594034;1001.1;1006.7000122070312;1009.7999877929688;1013.0999755859375;1022.6
53;2017;61017099999;1010.4498938003871;4.304041429797661;1000.7;1006.9000244140625;1009.7999877929688;1013.7000122070312;1023.1
54;2013;71043599999;1018.166195579197;11.13115544757478;980.3;1012.0;1017.5999755859375;1024.9000244140625;1044.9
55;2011;61017099999;1009.9086647592563;4.507641848343915;1000.2;1006.2000122070312;1009.4000244140625;1013.2000122070312;1023.7
56;2002;93546099999;1011.8247887686397;9.599911032365302;981.2;1005.2999877929688;1012.0999755859375;1018.7999877929688;1033.6
57;2018;93546099999;1013.3092513162364;8.547824949041596;984.3;1007.7000122070312;1013.9000244140625;1019.7999877929688;1033.0
58;2022;71043599999;1023.1232589116705;10.369615935293004;997.8;1016.0;1022.5999755859375;1029.699951171875;1053.0
59;2017;93546099999;1013.9594845486671;9.225547200080657;974.5;1008.2999877929688;1014.5999755859375;1020.5999755859375;1033.0
60;2014;93546099999;1014.438996184986;8.92983814902905;984.7;1008.0999755859375;1015.3500061035156;1021.0999755859375;1036.2
61;2022;93546099999;1018.0186932714709;6.989539643610978;992.7;1013.2999877929688;1018.5499877929688;1022.9000244140625;1036.5
62;1980;07002099999;1015.6256460692099;9.647414556436747;975.9;1009.9000244140625;1016.2999877929688;1021.7000122070312;1041.7
63;2016;93546099999;1013.3740146703658;9.258442247515868;982.2;1007.7999877929688;1014.4000244140625;1019.7999877929688;1038.9
64;2002;61017099999;1010.1122308170591;4.585055344575031;1000.4;1006.7000122070312;1009.0999755859375;1012.9000244140625;1025.1
65;2019;93546099999;1013.5148837260203;9.688931555271871;986.3;1007.5;1013.2000122070312;1020.0999755859375;1038.3
66;1995;61017099999;1010.6788807370077;5.002572852776585;1000.2;1006.7000122070312;1009.9000244140625;1014.5999755859375;1024.1
67;1980;61017099999;1010.1856949223062;4.377862954692143;1000.0;1006.7999877929688;1009.9000244140625;1013.2000122070312;1023.6
68;2012;93546099999;1014.5865820136557;9.353298037649042;983.0;1008.2999877929688;1014.7000122070312;1021.0;1037.3
69;1995;07002099999;1016.102791983289;9.98141249545502;979.4;1010.5;1017.2000122070312;1022.5999755859375;1039.4
70;2013;93546099999;1013.9820767272573;9.247528911562556;979.9;1007.9000244140625;1014.3500061035156;1020.6750030517578;1033.9
71;1995;93546099999;1013.4601322482223;9.362100821567516;975.0;1007.2999877929688;1014.7000122070312;1020.0249938964844;1033.0
72;2011;93546099999;1013.957172255035;9.42811033217697;980.8;1008.2000122070312;1014.5;1020.7000122070312;1034.6
73;2010;93546099999;1015.2354838961023;9.14793668589595;979.0;1009.5999755859375;1015.7999877929688;1021.0749816894531;1038.9
74;1980;71043599999;1017.1068856060868;10.989253676394082;987.7;1009.5;1015.7000122070312;1022.9000244140625;1059.4
75;2015;93546099999;1015.1289025801647;8.863496426059228;985.8;1009.7000122070312;1015.7000122070312;1021.0;1035.9
76;2021;61017099999;1009.9503974326578;4.265917208642001;1001.3;1006.9000244140625;1008.5999755859375;1012.9000244140625;1023.9
77;2010;61017099999;1009.3550398160473;3.976708679495795;1001.3;1006.2999877929688;1008.5;1012.0999755859375;1023.2
78;2018;43376099999;1008.6337061678425;3.0582151916005444;1001.9;1006.2999877929688;1008.4000244140625;1010.5999755859375;1018.6
79;2017;43376099999;1008.2558244224932;3.2555872569607303;999.4;1005.7000122070312;1008.0;1010.2000122070312;1019.3
80;2016;43376099999;1008.4749292476318;3.1360791048094474;998.9;1006.2999877929688;1008.0999755859375;1010.3750152587891;1018.4
81;2020;43376099999;1008.8343307855561;3.262993841070722;999.8;1006.7000122070312;1008.9000244140625;1011.0;1019.7
