;YEAR;STATION;MOYENNE;STD;MIN;%25;%50;%75;MAX
0;2010;04202099999;4.5026296913411645;4.613328730901361;0.0;1.5;3.0999999046325684;5.699999809265137;31.9
1;2021;04202099999;5.217368284127038;4.748459174223862;0.0;2.0999999046325684;3.5999999046325684;6.699999809265137;31.4
2;2016;04202099999;5.039894377254419;4.728295487275991;0.0;2.0999999046325684;3.5999999046325684;6.199999809265137;30.9
3;2020;04202099999;4.908362946510315;4.7101134051987055;0.0;2.0999999046325684;3.5999999046325684;6.199999809265137;26.8
4;2017;04202099999;4.2662662962850035;4.06247541845075;0.0;2.0999999046325684;3.0999999046325684;5.699999809265137;32.9
5;2014;04202099999;4.57617641048885;3.922203639665162;0.0;2.0999999046325684;3.5999999046325684;6.199999809265137;23.2
6;2015;04202099999;4.9776725786649605;4.909334931902013;0.0;2.0999999046325684;3.5999999046325684;6.199999809265137;34.0
7;2019;04202099999;4.647231346839872;4.228976984299551;0.0;2.0999999046325684;3.5999999046325684;5.699999809265137;29.3
8;2012;04202099999;4.349216302319577;4.2914533152805765;0.0;1.5;3.0999999046325684;5.699999809265137;29.3
9;2013;04202099999;4.347268543949096;4.113335800483375;0.0;1.5;3.0999999046325684;5.699999809265137;28.3
10;2018;04202099999;4.673608969822118;4.494531281628198;0.0;2.0999999046325684;3.5999999046325684;6.199999809265137;26.3
11;2011;04202099999;5.160951798611127;5.015806481918947;0.0;2.0999999046325684;3.5999999046325684;6.699999809265137;31.9
12;2010;07002099999;5.0226635066416785;2.682003960460739;0.0;3.0999999046325684;4.599999904632568;6.699999809265137;18.5
13;1980;04202099999;3.144965791539342;3.1287314841089726;0.0;1.0;2.5;4.099999904632568;23.6
14;2016;07002099999;5.410319102791024;3.0481777963110037;0.0;3.0999999046325684;5.099999904632568;7.199999809265137;23.2
15;2002;07002099999;5.736745124713694;3.3118553699657025;0.0;3.0999999046325684;5.099999904632568;8.199999809265137;24.2
16;2011;07002099999;5.696885719046323;3.015936760813028;0.0;3.5999999046325684;5.099999904632568;7.199999809265137;19.0
17;2014;07002099999;5.339463332178124;2.977101210299072;0.0;3.0999999046325684;4.599999904632568;7.199999809265137;19.0
18;2021;07002099999;5.205767765516651;2.991717769463554;0.0;3.0999999046325684;4.599999904632568;6.699999809265137;20.1
19;2021;71043599999;2.5304797729626247;1.5760362846403386;0.0;1.5;2.0999999046325684;3.5999999046325684;10.3
20;1995;04202099999;3.8309897424959467;3.144163502437218;0.0;1.5;3.0999999046325684;4.599999904632568;25.2
21;2012;07002099999;5.494196076152357;3.061597522601053;0.0;3.0999999046325684;5.099999904632568;7.199999809265137;19.5
22;2015;07002099999;5.772287257436783;3.238711967021085;0.0;3.5999999046325684;5.099999904632568;7.699999809265137;19.6
23;2002;04202099999;4.146058725511485;2.829165936878849;0.0;2.5999999046325684;3.5999999046325684;5.099999904632568;30.3
24;2017;07002099999;5.219342482048748;3.296488175426058;0.0;2.5999999046325684;4.599999904632568;7.199999809265137;19.6
25;2018;07002099999;5.20513081545025;2.8864508524040313;0.0;3.0999999046325684;4.599999904632568;6.699999809265137;21.6
26;2021;93546099999;3.576785234829303;2.762328742897931;0.0;1.5;2.5999999046325684;5.099999904632568;17.5
27;2013;07002099999;5.374870648099734;2.976780881702752;0.0;3.0999999046325684;5.099999904632568;7.199999809265137;23.2
28;2019;07002099999;5.489853159874521;3.1383811324639237;0.0;3.0999999046325684;4.599999904632568;7.199999809265137;20.1
29;2020;07002099999;6.0414869526140285;3.4070485967640596;0.0;3.5999999046325684;5.699999809265137;8.199999809265137;21.6
30;2022;04202099999;4.8830325815279645;4.335367976042075;0.0;2.0999999046325684;3.5999999046325684;6.199999809265137;23.2
31;2012;71043599999;2.1274775601934968;2.0711192273184826;0.0;0.0;2.0999999046325684;3.0999999046325684;13.4
32;2017;71043599999;2.595813539002621;1.652823884856087;0.0;1.5;2.0999999046325684;3.5999999046325684;10.3
33;2015;61017099999;1.8032109783131247;2.702052334686485;0.0;0.0;0.0;2.0999999046325684;23.7
34;2016;71043599999;2.524269873730244;1.5585015681729997;0.0;1.5;2.0999999046325684;3.5999999046325684;9.3
35;2020;93546099999;3.6340963225766836;2.6904139075753393;0.0;1.5;2.5999999046325684;5.099999904632568;16.5
36;2015;71043599999;2.6866481818985983;1.639124530350016;0.0;1.5;2.5999999046325684;3.5999999046325684;11.8
37;2020;61017099999;2.18338025378989;3.2990094844249485;0.0;0.0;1.0;3.0999999046325684;16.5
38;2018;61017099999;1.5319739279674605;2.0497917677221325;0.0;0.0;1.0;2.0999999046325684;9.3
39;2018;71043599999;2.6175990936353446;1.7063773575618533;0.0;1.5;2.0999999046325684;3.5999999046325684;11.3
40;2002;71043599999;2.2434037100717314;1.7758304664588385;0.0;1.0;2.0999999046325684;3.5999999046325684;10.3
41;2019;61017099999;1.5774774373700442;2.266728576433887;0.0;0.0;1.0;2.0999999046325684;20.6
42;2016;61017099999;1.71716863091349;2.1349705581717977;0.0;0.0;1.0;3.0999999046325684;11.3
43;2012;61017099999;1.9322476534657465;2.7285117135137096;0.0;0.0;1.0;3.0999999046325684;15.4
44;2019;71043599999;2.7872224025830024;1.6766250472022952;0.0;1.5;2.5999999046325684;3.5999999046325684;10.8
45;2020;71043599999;2.7074730026015685;1.748885202277867;0.0;1.5;2.5999999046325684;3.5999999046325684;11.8
46;2011;71043599999;2.070696223200413;2.282630545895157;0.0;0.0;1.5;3.0999999046325684;23.7
47;2013;61017099999;1.860979558205118;2.651499376597833;0.0;0.0;1.0;2.0999999046325684;12.3
48;2014;71043599999;2.4114530726531713;1.8372397149679904;0.0;1.0;2.0999999046325684;3.5999999046325684;13.4
49;1995;71043599999;2.045671431651426;1.9771422339453997;0.0;0.0;2.0;3.5999999046325684;10.2
50;2022;07002099999;5.788775777866948;3.466400172630486;0.0;3.0999999046325684;5.099999904632568;7.699999809265137;26.3
51;2010;71043599999;2.011875640274285;2.0713588777802556;0.0;0.0;1.5;3.0999999046325684;12.9
52;2014;61017099999;1.688201757831434;2.591895695990387;0.0;0.0;0.0;2.0999999046325684;13.4
53;2017;61017099999;2.079134808444087;2.4095423629978545;0.0;0.0;2.0999999046325684;3.0999999046325684;20.6
54;2013;71043599999;2.0924730639303886;2.233561580346555;0.0;0.0;2.0999999046325684;3.0999999046325684;18.5
55;2011;61017099999;2.344518234167384;3.2473508629170973;0.0;0.0;1.0;3.0999999046325684;20.0
56;2002;93546099999;3.4245183228193774;2.7536001305803772;0.0;1.5;2.5999999046325684;5.099999904632568;16.0
57;2018;93546099999;2.959791246662969;2.396219725575836;0.0;1.0;2.0999999046325684;4.099999904632568;16.0
58;2022;71043599999;2.295079429432987;1.6403754694130563;0.0;1.0;2.0999999046325684;3.0999999046325684;8.8
59;2017;93546099999;3.138831558751896;2.641229260343792;0.0;1.0;2.0999999046325684;4.599999904632568;18.0
60;2014;93546099999;3.2694809128256406;2.735303590272342;0.0;1.5;2.0999999046325684;4.599999904632568;15.4
61;2022;93546099999;3.341603254069109;2.4577642580251045;0.0;1.5;2.5999999046325684;4.599999904632568;14.4
62;1980;07002099999;5.818704332010473;3.3717307809016948;0.0;3.0999999046325684;5.099999904632568;8.199999809265137;18.5
63;2016;93546099999;3.3081932939157364;2.7621494886724016;0.0;1.5;2.0999999046325684;4.599999904632568;17.5
64;2014;67743099999;3.6590251018566713;1.8224693736049693;0.0;2.5999999046325684;3.5999999046325684;4.599999904632568;15.0
65;2002;61017099999;2.4253361585513438;3.2175226858765944;0.0;0.0;0.0;4.099999904632568;15.4
66;2019;93546099999;3.738006166621202;2.9217641735016215;0.0;1.5;2.5999999046325684;5.699999809265137;16.5
67;1995;61017099999;3.0245885281225835;3.7879438210321403;0.0;0.0;2.0999999046325684;5.099999904632568;30.8
68;1980;61017099999;3.780440482799177;5.3318839951202275;0.0;0.0;0.0;6.199999809265137;36.0
69;2012;93546099999;3.367283889295633;2.814441955034415;0.0;1.5;2.5999999046325684;5.099999904632568;17.5
70;1995;07002099999;5.894498154988634;3.1855963318419716;0.0;3.0999999046325684;5.099999904632568;8.199999809265137;21.1
71;2013;67743099999;3.556369335332494;1.8434769656856718;0.0;2.0999999046325684;3.5999999046325684;4.599999904632568;11.0
72;2013;93546099999;3.2164495649854152;2.8069572912104404;0.0;1.0;2.0999999046325684;4.599999904632568;19.5
73;1995;93546099999;3.191396667084516;2.6682830045431123;0.0;1.0;2.0999999046325684;4.599999904632568;15.4
74;2015;67743099999;3.745942312385399;1.8295135969047363;0.0;2.5999999046325684;3.5999999046325684;5.099999904632568;12.4
75;2011;93546099999;3.3614618455864584;2.7957130701602697;0.0;1.0;2.5999999046325684;5.099999904632568;18.0
76;2010;93546099999;3.2536375496431664;2.6848423177960843;0.0;1.0;2.5999999046325684;4.599999904632568;16.4
77;1980;71043599999;3.010747878108989;2.3198902633614598;0.0;1.0;2.5;4.599999904632568;12.8
78;2015;93546099999;3.3395217434095765;2.747477177380992;0.0;1.5;2.5999999046325684;5.099999904632568;16.0
79;2021;61017099999;2.2119943903856973;3.2460602546928587;0.0;0.0;1.0;3.0999999046325684;23.2
80;2010;61017099999;1.5465074835574069;2.3606522297303996;0.0;0.0;1.0;2.0999999046325684;15.4
81;2002;67743099999;3.11829397627534;2.2990647301309948;0.0;2.0999999046325684;3.0999999046325684;4.099999904632568;36.0
82;2022;67743099999;3.3740087227674307;1.4585066695959188;0.0;2.0999999046325684;3.5999999046325684;4.599999904632568;6.7
83;2018;43376099999;0.31938201791784737;2.083007533286888;0.0;0.0;0.0;0.0;38.1
84;2017;43376099999;0.41755395518790045;2.0162687674025035;0.0;0.0;0.0;0.0;31.9
85;2016;43376099999;0.4987270120515513;2.0032653043343336;0.0;0.0;0.0;1.0;31.9
86;2010;67743099999;3.1227385085648027;1.708479161892125;0.0;2.0999999046325684;3.0999999046325684;4.099999904632568;24.7
87;2017;67743099999;3.4763939602224356;1.6755944103795075;0.0;2.0999999046325684;3.5999999046325684;4.599999904632568;9.3
88;2021;67743099999;3.607433962879135;1.8850798936679019;0.0;2.0999999046325684;3.5999999046325684;4.599999904632568;10.3
89;2020;43376099999;0.16881889808835007;0.8966487114622396;0.0;0.0;0.0;0.0;21.6
90;2013;43376099999;0.22176308408584805;0.4475163799836099;0.0;0.0;0.0;0.5;3.1
91;2019;67743099999;3.4329395488178323;1.818435004216691;0.0;2.0999999046325684;3.0999999046325684;4.599999904632568;10.8
92;2011;67743099999;2.9387162763386288;1.6255391312871614;0.0;2.0999999046325684;3.0999999046325684;4.099999904632568;8.2
93;2022;80372099999;1.1666666473354306;0.9554248599783273;0.0;0.0;1.0;1.5;6.7
94;2021;80372099999;1.1979591610390223;0.9987300601437252;0.0;0.0;1.0;1.5;8.8
95;2014;43376099999;0.35124653264095906;1.9722814693990849;0.0;0.0;0.0;0.0;31.9
96;2022;43376099999;0.28673469290441395;2.593092905309577;0.0;0.0;0.0;0.0;36.0
97;2010;43376099999;0.2584745749241888;0.4828491167021054;0.0;0.0;0.0;0.5;3.6
98;1980;67743099999;3.0974067289207126;1.8318590114779796;0.0;2.0999999046325684;3.0999999046325684;4.099999904632568;10.8
99;2018;67743099999;3.888305394347926;1.91964949119247;0.0;2.5999999046325684;3.5999999046325684;5.099999904632568;9.8
